id,date,time,daypart,name,company,location,isInviteOnly,topics,formats,description,externalHref
4062,2026-06-03,07:00:00,morning,Human Performance Innovation jog,TrackCred,Central Park,False,Founder fundraising / VC;GTM / marketing / creator;Consumer / creative / media,other,"Founders, Funders, Operators, Scientists, Creators & Olympians at the edge of human performance innovation will get together for a conversation-paced 5-mil…",https://partiful.com/e/uBOkf1NsfDwzdMne8E2B
5486,2026-06-03,07:00:00,morning,Bridge the Tech Gap,RemoFirst,Financial District,False,other,community_networking;wellness_social,Join RemoFirst and Running Booth for a morning run or walk across the Brooklyn Bridge — one of the most iconic routes in the world. Meet us at the Oculus a…,https://partiful.com/e/0qepwkdEYxO5OYEvQ52k
4212,2026-06-03,07:30:00,morning,The Anti-Success Panel: Hard Lessons No One Posts About,Eagerworks,SoHo,True,Consumer / creative / media,other,,
4266,2026-06-03,07:30:00,morning,Pitch and Run Williamsburg,Pitch and Run,Brooklyn,False,Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,,https://partiful.com/e/vDw5zyXUvmrcNTgmWeXH
81,2026-06-03,07:45:00,morning,Finance Run Club,Runway Financial,SoHo,False,Fintech / finance,community_networking;wellness_social,,https://partiful.com/e/nwxJ2O5JhxJfTSFaksLr
214,2026-06-03,08:00:00,morning,FemHack All-Female Hackathon + Founders and Funders Networking,Fierce Foundry,Nomad,False,Founder fundraising / VC;Diversity / women / international,technical_talk_workshop;community_networking,"Ready to team up, innovate, and create something incredible? FEMHACK [NYC] is an all-female hackathon where you can join women in tech to build prototypes,…",https://partiful.com/e/eBzPADEdUmk03eR8RNBu?c=_UiztwBI
4004,2026-06-03,08:00:00,morning,Breakfast Roundtable focused on preventing diabetic foot ulcers,Solecooler,Central Park,True,other,community_networking,,
4208,2026-06-03,08:00:00,morning,Before the Ballots Drop with Sway,Sway,Midtown,False,other,other,,https://partiful.com/e/yDpsVvIoqgdkoJ93i1hX?c=eUTgXY88
4443,2026-06-03,08:00:00,morning,GIDE-A-THON,Generative IDE,Midtown,False,other,other,,https://partiful.com/e/0zgEiZwPFM6JwBwJLTXc
4988,2026-06-03,08:00:00,morning,Community Awareness: Recharge Event,"POLLEN8 Technology, Inc",Midtown,False,Consumer / creative / media,community_networking,,https://partiful.com/e/tb4BqGF90d8iYR9YSwrA
5307,2026-06-03,08:00:00,morning,Building Breakout Consumer Brands,AcceleratorCON,Chelsea,False,GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop,,https://partiful.com/e/JfVnY8xQybNGHAIRxCRN
5880,2026-06-03,08:00:00,morning,From Prototype to Production for Non-Technical Founders,Tequity,Central Park,True,Founder fundraising / VC,technical_talk_workshop;product_demo_showcase,,
6206,2026-06-03,08:00:00,morning,Concourse x a16z CFO Breakfast,Concourse,Flatiron,False,other,community_networking,,https://partiful.com/e/8WDylwZwAYAiMq5ZXcX8
2,2026-06-03,08:30:00,morning,Roo Capital: Founder + Investor Breakfast,Roo Capital,Meatpacking District,False,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;community_networking;fundraising_vc,Join Roo Capital on our rooftop in the Meatpacking District during NY Tech Week. We're bringing together founders and investors for great coffee and breakf…,https://partiful.com/e/qnHFGeZHXU07GTrAf5ZO
4265,2026-06-03,08:30:00,morning,Pitch and Run Central Park,Pitch and Run,Central Park,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc;wellness_social,,https://partiful.com/e/wrblHPhZVVfIESHff5D1
4727,2026-06-03,08:30:00,morning,MongoDB AI Builder Day with AWS,MongoDB,Nomad,False,AI / Agents / GenAI;AI infra / devtools / cloud;Consumer / creative / media,technical_talk_workshop,"Join MongoDB and AWS for a one-day, hands-on day of learning and technical workshops focused entirely on AI integration with the chance to earn Credly Badg…",https://partiful.com/e/wcXp7CbCwqwC2DFNXGUG
4945,2026-06-03,08:30:00,morning,"Founders Breakfast w/ Vonage: Funding, Scale & the Startup Ecosystem",Vonage,SoHo,False,Founder fundraising / VC;Consumer / creative / media,community_networking,,https://partiful.com/e/VzFiSUj168Sj3mJvvD3N
4964,2026-06-03,08:30:00,morning,The AI GTM Book Club @ NY Tech Week,Warrant,Chelsea,False,AI / Agents / GenAI;GTM / marketing / creator;Consumer / creative / media,community_networking,,https://partiful.com/e/jk9RAhLXAwGUteraldWT
5891,2026-06-03,08:30:00,morning,Build Your Team for the Agentic Era,of All Trades,Midtown,False,AI / Agents / GenAI,technical_talk_workshop,,https://partiful.com/e/R1bB2tFJzIqr2bToSw6R
85,2026-06-03,09:00:00,morning,VPB Capital x Capacity Demo Day – New York,Venture Philanthropy Blueprint,Virtual (NYC),True,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;product_demo_showcase;fundraising_vc,,
105,2026-06-03,09:00:00,morning,Venture Sails Breakfast,Venture Sails,Brooklyn,False,AI / Agents / GenAI,community_networking,,https://partiful.com/e/ljR8QfU0ZrVOSiE6diIr
191,2026-06-03,09:00:00,morning,Practical AI in Healthcare - Live Podcast Recording,Patient Talker LLC,Midtown,False,AI / Agents / GenAI;Health / bio / wellness;Consumer / creative / media,other,,https://partiful.com/events/vaFO9sGYiFZ1hzqrSkOa
4002,2026-06-03,09:00:00,morning,WebCongress - AI for Marketing,WebCongress,Chelsea,True,AI / Agents / GenAI;GTM / marketing / creator;Consumer / creative / media,other,,
4010,2026-06-03,09:00:00,morning,Israel Founders Mission NYC,Discount Tech,Midtown,False,Founder fundraising / VC,other,,https://partiful.com/e/FD0bs4xlpm0BNege9bJE
4202,2026-06-03,09:00:00,morning,Agentic Finance Summit,Party Action People,SoHo,False,AI / Agents / GenAI;Fintech / finance;Consumer / creative / media,technical_talk_workshop;community_networking,,
4234,2026-06-03,09:00:00,morning,Inside the Capital Stack: Emerging Managers & LPs,New York Ventures,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;fundraising_vc,"In a market characterized by volatility, conservative investment strategies from family offices and institutions, and extended fundraising timelines, this …",https://partiful.com/e/X6gcykqwLI9ktdlTLALK
4342,2026-06-03,09:00:00,morning,Google for Startups Hub at NY Tech Week,Google for Startups,Chelsea,False,Consumer / creative / media,other,,https://partiful.com/e/ZzxFq9vcfoDUqBBRQTzv
4386,2026-06-03,09:00:00,morning,"The Future of Entertainment: Content, Creators and Capital",Manatt,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;GTM / marketing / creator;Consumer / creative / media;Climate / deeptech / hardware,technical_talk_workshop;fundraising_vc,"As startups and investors rethink how technology reaches consumers — and how value is created at the intersection of hardware, AI, and media — the lines be…",https://partiful.com/e/89fRnFZuajb3BzXK9rEJ
4565,2026-06-03,09:00:00,morning,The Age of Influence in B2B Marketing,"Clarity Global, Inc.",Flatiron,False,GTM / marketing / creator;Consumer / creative / media;Diversity / women / international,other,Traditional marketing and communications are undergoing a seismic shift as the line between B2B and B2C strategies continues to blur. Modern B2B buyers no …,https://partiful.com/e/CKm2RMoLRlu5EwbQTzLQ
4762,2026-06-03,09:00:00,morning,"Build Your Own AI Data Agent (Low-Code, Hands-On Web Scraping Workshop)",Sequentum,Union Square,False,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop,"Sequentum is hosting a hands-on workshop where you'll build your own AI-powered data agent using Sequentum Cloud, our low-code platform that's easy for non…",https://partiful.com/e/05kyAz0HT3CAko2docJW
4873,2026-06-03,09:00:00,morning,An insider look at Empire AI: how New York built world-class public AI,HR&A Advisors,Midtown,False,AI / Agents / GenAI;Consumer / creative / media,other,Empire AI is a consortium of New York’s leading public and private universities that have come together to establish a state-of-the-art artificial intellig…,https://partiful.com/e/fFd0btC2b2HFv0yHTmrl
4894,2026-06-03,09:00:00,morning,Founder & Investor Breakfast @ The Ned,The Well Network,Nomad,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,"The Ned's Club Nomad in partnership with the Well Network, Ramp and friends, is pleased to host a breakfast with founders and investors as part of NY TechW…",https://partiful.com/e/GkCn2pyh6wFe3oLi7a7D
4906,2026-06-03,09:00:00,morning,The Pregame,Golden Hour Ventures,SoHo,False,other,other,,https://partiful.com/e/JL5du0VlezG8MNoxYZ1S?c=O5gJVEee
5027,2026-06-03,09:00:00,morning,"AI Office Hours: Coffee, Claude, and Coworking with Tabs & Attivo",Tabs,SoHo,False,AI / Agents / GenAI,community_networking,,https://partiful.com/e/DGJ1CuMG1bUlTJN89gAi
5104,2026-06-03,09:00:00,morning,"Healthcare & Self-Care, Bridging the Gap with ionava @ Yunara Life",Yunara Life,Gramercy Park,False,Health / bio / wellness;Consumer / creative / media,other,,https://partiful.com/e/sPplaYAA13KdbMUnQQiu
5224,2026-06-03,09:00:00,morning,Go To Market Morning Mixer,Technology Founders of America,Union Square,False,Founder fundraising / VC;Consumer / creative / media,community_networking,,https://partiful.com/e/A3EUigoZVOvMZxIdbDyX
5624,2026-06-03,09:00:00,morning,Founders Open: Pickleball & Networking Party,HubSpot,Midtown,False,Founder fundraising / VC;Consumer / creative / media,community_networking,"Starter Story, The Hustle, and The Dink are teaming up for a New York Tech Week event that’ll put everybody else’s standard name-tag-and-small-talk situati…",https://partiful.com/e/N1UtayvJqU3owBr9vXWF
5824,2026-06-03,09:00:00,morning,Google for Startups: Latest from Google DeepMind,Google for Startups,Chelsea,False,AI / Agents / GenAI;Consumer / creative / media,technical_talk_workshop,"We are entering a new era of AI. Today, artificial intelligence is the central driving force in every facet of the economy, and the time to build is right …",https://partiful.com/e/e0FYrBmBfIPXGQdUttNW?c=er0-Fnzb
5892,2026-06-03,09:00:00,morning,Grind & Grow: A Cacao Ceremony for Founders & Investors,A-Players,Lower East Side,False,Founder fundraising / VC,fundraising_vc,,https://partiful.com/e/NCbNEdj2iHAMwKqJkBHa
127,2026-06-03,09:30:00,morning,AMERICA’S LARGEST PEER-LED CONFERENCE & AWARDS,Fin.Tech Marketing Community,Financial District,False,Founder fundraising / VC;GTM / marketing / creator;Fintech / finance;Consumer / creative / media,community_networking,"We’re thrilled to bring the FinTech Marketing North American Conference 2026 to New York as part of #NYTechWeek- uniting hundreds of founders, CEOs, CMOs, …",https://partiful.com/e/JZl9gHlfQ6edJxp2BoCy
4587,2026-06-03,09:30:00,morning,Healthtech Founder + MBA Mixer,Fordham University,Midtown,False,Founder fundraising / VC;Health / bio / wellness,community_networking,,https://partiful.com/e/5QlpVYkqD9Tuljy0Cfzv
4602,2026-06-03,09:30:00,morning,Next Gen Innovation Summit - Future Builders: From Vision to Impact,Global Futures Network,,False,Diversity / women / international,technical_talk_workshop,"Join us for the Next-Gen Innovation Summit — Future Builders: From Vision to Impact, a dynamic gathering that will bring together global leaders across tec…",https://partiful.com/e/ArIDOyhww8NjQN7yyMyy?c=kedbx136
4611,2026-06-03,09:30:00,morning,Next Gen Innovation Summit - Future Builders: From Vision to Impact,Global Futures Network,,False,Diversity / women / international,technical_talk_workshop,"Join us for the Next-Gen Innovation Summit — Future Builders: From Vision to Impact, a dynamic gathering that will bring together global leaders across tec…",https://partiful.com/e/ArIDOyhww8NjQN7yyMyy
4763,2026-06-03,09:30:00,morning,Breakfast with Builders,Razorpay,Midtown,True,other,technical_talk_workshop;community_networking,,
185,2026-06-03,10:00:00,morning,GGW Sharks. Startup Pitch & Networking,Go Global World,Virtual (NYC),False,Founder fundraising / VC;Consumer / creative / media;Diversity / women / international,community_networking;fundraising_vc,"🔥 Welcome to the GGW Sharks event is part of #NYTechWeek — one of the most electrifying startup pitch events, connecting bold founders with top-tier inves…",https://partiful.com/e/THa8hGECiLhNpThA760i
4277,2026-06-03,10:00:00,morning,"AI in the Warehouse: Real Results From the Floor, Not the Boardroom",Julius Silvert Inc.,Midtown,True,AI / Agents / GenAI;Consumer / creative / media,other,,
4340,2026-06-03,10:00:00,morning,Who Will Defend the Internet? The Youth Cybersecurity Crisis,Girls Who Code,Union Square,False,AI infra / devtools / cloud;Diversity / women / international,other,,https://partiful.com/e/3d1kwJIjPBslCneBS0Ij
4448,2026-06-03,10:00:00,morning,Leading Through Disequilibrium: No Easy Answers for Tech Leaders,VERITAS QUEST,Financial District,False,other,other,,https://partiful.com/e/R7LqowC06vTdkNjyGJQT
4659,2026-06-03,10:00:00,morning,The Future of Work: Finding the best talent in the future workplace,Year Up United,Financial District,False,Consumer / creative / media,other,,https://partiful.com/e/moXHRu0LDZ7cMdXusczD
4892,2026-06-03,10:00:00,morning,Fireside Chat,Phinite AI,Hudson Yards,True,AI / Agents / GenAI,other,,
4943,2026-06-03,10:00:00,morning,Just Breathe,Partytrick,Union Square,False,AI / Agents / GenAI;Founder fundraising / VC;Health / bio / wellness;Consumer / creative / media,community_networking;wellness_social,"An intimate founder-led wellness gathering focused on practical self-care, stress management, and sustainable routines for high-performing people. Through …",https://partiful.com/e/PXdyxn9LF6R6eg56pZEZ
5032,2026-06-03,10:00:00,morning,Capital to Customers,Zendesk,Upper Manhattan,False,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/blNIAVH8VYaVAx5doUig
5111,2026-06-03,10:00:00,morning,"Builders, Backers & Believers: Faith & Coffee Chat",Travelbay,Upper Manhattan,False,AI / Agents / GenAI,technical_talk_workshop;community_networking,,https://partiful.com/e/SilVn4RefHTxrmE4dxa0
5143,2026-06-03,10:00:00,morning,Applied AI for the Modern Brand- Plug and Play NYC AI Nexus Batch 1 Program,Plug and Play New York & NYEDC,Union Square,False,AI / Agents / GenAI;GTM / marketing / creator,other,,https://partiful.com/e/U1WrM7svk12I0W8tyk7L?c=3pbFSekt
5176,2026-06-03,10:00:00,morning,Fireside Chat with Bryan Kim w/ ElevenLabs & Verci,ElevenLabs,Flatiron,False,AI / Agents / GenAI,technical_talk_workshop,,https://partiful.com/e/kcNK4Mal67OURfFcBLRy?c=fi5Jiqbn
5276,2026-06-03,10:00:00,morning,4wardmotion Solutions AI,"4wardmotion Solutions, Inc",Virtual (NYC),True,AI / Agents / GenAI;Consumer / creative / media,other,,
5396,2026-06-03,10:00:00,morning,The future of autonomous vehicles in Europe,Halo Drive Ltd.,Upper Manhattan,True,AI / Agents / GenAI,other,,
5528,2026-06-03,10:00:00,morning,"Leveraging AI with Google ""Latin Flavor Edition""",Colectivo,Chelsea,False,AI / Agents / GenAI,other,,https://partiful.com/e/vb18Eco3mtAOFscT98vk
5832,2026-06-03,10:00:00,morning,Walk with a Purpose: BFVC x Allies,Black Female Venture Club,Central Park,False,Founder fundraising / VC;Consumer / creative / media;Diversity / women / international,community_networking;fundraising_vc;wellness_social,"Founders and investors, join Black Female Venture Club for an intimate walk through Central Park! Chat with ambitious founders and investors alike looking …",https://partiful.com/e/xec08ytxQinpShin4rOV
5876,2026-06-03,10:30:00,morning,Unlocking Defense Contracts: OTAs & Non-Dilutive Funding for Deep Tech,Inspiralia US,Brooklyn,True,other,other,,
4390,2026-06-03,10:45:00,morning,The Architecture of Failure: A 401-Level Masterclass on AI Agents,Google for Startups,Chelsea,False,AI / Agents / GenAI;Consumer / creative / media,other,"Everywhere you look, people claim to be deploying AI agents successfully and yet despite following all the “best practices,” agentic workflows keep failing…",https://partiful.com/e/oZjPIrymA9JRf4x3t4GO?c=9_f-wSbk
5826,2026-06-03,10:45:00,morning,"The Founder's Guide to AI Transformation: Workflows, Culture, and Scaling",Google for Startups,Chelsea,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,other,,https://partiful.com/e/A1b26sUya85y2x7bGw2z?c=pXIXL43x
4099,2026-06-03,11:00:00,morning,The Overlooked Alpha: Backing the Next Frontier of Faith-Driven Diaspora Entrepreneurs,Emtic Basileia,Brooklyn,False,AI / Agents / GenAI,other,,https://partiful.com/e/ZKhEYadbnGCC8wVlGiET
4354,2026-06-03,11:00:00,morning,Jam in AM | AI founders @,Supermoon,Flatiron,False,AI / Agents / GenAI;Founder fundraising / VC,other,,https://partiful.com/e/0TsrnbBR1D2fI4HqJRcj
4637,2026-06-03,11:00:00,morning,From zero to AI hiring agent: a founder’s guide (live build),Elly,Chelsea,False,AI / Agents / GenAI;Founder fundraising / VC,technical_talk_workshop,,https://partiful.com/e/fj1W7fo3lhElo552s2jD
4677,2026-06-03,11:00:00,morning,The New Stack: Balancing Cap Table Diversity with  Women-Led Wellness & Wearables,Crush It Ventures,SoHo,False,Health / bio / wellness;Consumer / creative / media;Diversity / women / international,wellness_social,"Join us for an exclusive, high-impact gathering designed for those redefining the future of the health-tech ecosystem. This isn't just another panel; it’s …",https://partiful.com/e/KSKVdpcLANun9pXuG0m3
4755,2026-06-03,11:00:00,morning,Sustainability Panel by Propel Earth,Propel Earth,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,fundraising_vc,"Panel of founders, investors, and innovators in sustainability. We are focused on emerging and established technologies that are aiming to change the world…",https://partiful.com/e/GxS3hkbPToEMmgTEeEsm?c=aO7zZUja
5225,2026-06-03,11:00:00,morning,Outreach OS: Creators…Let’s Build the AI Agent That Does Work While You Sleep,Walker Media LLC,SoHo,False,AI / Agents / GenAI;AI infra / devtools / cloud;GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop;community_networking;wellness_social,"Creators who win long-term do not rely on manual hustle. They build infrastructure. This session is for creators ready to use AI to handle outreach, follow…",https://partiful.com/e/4KBxsjank7wig3VCp3za
5393,2026-06-03,11:00:00,morning,Private Investor-Founder Brunch by Yellow | Tech Week 2026,Yellow Network,SoHo,False,AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking;fundraising_vc;wellness_social,"​Join us for a private brunch during NYC Tech Week, bringing together tech founders with VCs, funds, and infrastructure partners. Yellow Network will caref…",https://partiful.com/e/DIULMTXNf5mkt8da0Kbw?
5831,2026-06-03,11:00:00,morning,Primary x Supermomos x Gunderson: Founder and Investor Lounge,Gunderson Dettmer,Midtown,False,Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/e/4XKbTFLap5PbNCSGsQMC
5888,2026-06-03,11:00:00,morning,"The Open Source Stack: Picking, Running, and Shipping Open Models",Tequity,Brooklyn,True,other,community_networking;wellness_social,,
261,2026-06-03,11:30:00,morning,From Norway to New York - What It Actually Takes to Scale in the AI Era,Innovation Norway,Midtown,True,AI / Agents / GenAI,other,,
4080,2026-06-03,11:30:00,morning,The Heartland Venture Summit,Ohio Startup Network,Chelsea,False,Consumer / creative / media,technical_talk_workshop,,https://partiful.com/e/yZMbnwWAgGJwASwKArr3?c=U1B41-Tk
4756,2026-06-03,11:30:00,morning,Building in the Physical World With AI,NextView Ventures,Flatiron,False,AI / Agents / GenAI,technical_talk_workshop,,https://partiful.com/e/ET08mdx8yiVrNczoRIBj
89,2026-06-03,12:00:00,day_afternoon,Modern Mexican Lunch for AI Builders,MuukLabs Inc.,Tribeca,False,AI / Agents / GenAI;Founder fundraising / VC,technical_talk_workshop;community_networking,"Join MuukTest for a curated Mexican lunch during Tech Week designed for AI founders, CTOs, and engineering leaders. This session will bring together operat…",https://partiful.com/e/mRGcdiDIajycpIwgpJv1
4377,2026-06-03,12:00:00,day_afternoon,E-commerce  Founders' Lunch hosted by Cherry Hill Advisory,Cherry Hill Advisory,Upper Manhattan,False,Founder fundraising / VC,technical_talk_workshop;community_networking,Join fellow E-commerce founders for an intimate meetup to discuss all things strategy. We will be talking about our businesses and ways to build strong fou…,https://partiful.com/e/55VWMcOPDP2YUbOQyrSu
4500,2026-06-03,12:00:00,day_afternoon,Loading Future State - A Women's Event,zant app,Meatpacking District,False,Diversity / women / international,other,,https://partiful.com/e/xVRyFu1BuIaK3LIz6eyb
4542,2026-06-03,12:00:00,day_afternoon,AI Market Foresight: Live Simulation Vol. 2,Principle,SoHo,False,AI / Agents / GenAI;Consumer / creative / media,other,,https://partiful.com/e/MapuUg1D3MB9pAp550DP
4588,2026-06-03,12:00:00,day_afternoon,Everything Health Networking,Scalpels & Spreadsheets,Midtown,False,Founder fundraising / VC;Health / bio / wellness,community_networking;fundraising_vc,"Join North America’s fastest-growing healthtech community for an morning of networking with founders, investors and operators in healthtech and the life sc…",https://partiful.com/e/EbJB9pr0fYgwdOajFFfY
4665,2026-06-03,12:00:00,day_afternoon,Inner Circle: Founder & VC Lunch,Menlo Ventures,SoHo,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,"We’re bringing together the brightest minds in the startup scene for an intimate lunch in the heart of SoHo, New York. Your hosts, C.C. Gong (Menlo Venture…",https://partiful.com/e/EkVKsItVP7ZxENEfmZSV
4793,2026-06-03,12:00:00,day_afternoon,Lunch Time Tee-Off w/ Citizens Bank & Deel,Deel,Chelsea,False,Fintech / finance,community_networking,Join Citizens Bank and Deel for a midday break from the fireside chans and panels for networking over lunch and a few rounds at the driving range! 🏌️Wheth…,https://partiful.com/e/S4lPq961p4AgBePznzvu
4905,2026-06-03,12:00:00,day_afternoon,Founder Bites: Legal Edition,Draper House Americas,Midtown,False,Founder fundraising / VC,other,,https://partiful.com/e/MmoaaHh8DQi0Upn3y27E?c=Iaz4h5Mp
4958,2026-06-03,12:00:00,day_afternoon,AI Builders Lunch,Cuculi,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking,"Join us for a curated AI Builders Lunch bringing together founders, engineers, and operators building in artificial intelligence for thoughtful conversatio…",https://partiful.com/e/h473UHUqIyFjDct4PAfU?c=GU7BTEq6
5080,2026-06-03,12:00:00,day_afternoon,Beyond the Hype: The Realities of Scaling AI,Accenture,Hudson Yards,True,AI / Agents / GenAI,other,,
5089,2026-06-03,12:00:00,day_afternoon,"SOC Transformation: AI, Automation, and the Hard Choices Ahead",Command Zero,Financial District,False,AI / Agents / GenAI;AI infra / devtools / cloud;Consumer / creative / media,technical_talk_workshop,"A ground-level reality check on SecOps modernization: when to rebuild, when to replace, and when to rethink entirely. Security leaders share what it actual…",https://partiful.com/e/7tw52yRkZ9wOQQGdxzjh?c=mr5Uu8Gh
5248,2026-06-03,12:00:00,day_afternoon,Brain Byte: Recharge & Play,Soma Precision Health,Union Square,False,AI / Agents / GenAI;Health / bio / wellness;Consumer / creative / media,other,,https://partiful.com/e/TgZIFYugqAIWQXnBovpk
5370,2026-06-03,12:00:00,day_afternoon,Female Founder and Funder Office Hours NY TechWeek Edition,How Women Invest,Hudson Yards,False,Founder fundraising / VC;Diversity / women / international,other,"Join How Women Invest for Female Founder Office Hours—an actionable gathering on everything from company formation, team compensation and benefits, and tip…",https://partiful.com/e/ZF6EDVaXkkhCIb0qwcSL
5889,2026-06-03,12:00:00,day_afternoon,Building secure AI for your data: DeepFellow Demo + Q&A,SIMPLITO,Chelsea,False,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop;product_demo_showcase,,https://partiful.com/e/4HvzWY1VZlHgK21fMBUz?c=g5NbnbjN
4118,2026-06-03,13:00:00,day_afternoon,"Health, Wellness and Fitness Connected Hardware Demo",Vital Element Inc,Brooklyn,False,Health / bio / wellness;Consumer / creative / media;Climate / deeptech / hardware,technical_talk_workshop;product_demo_showcase;wellness_social,,https://partiful.com/e/hoiIyIAqKDf5BeT68y2y
4403,2026-06-03,13:00:00,day_afternoon,Building Multi-Agent Systems: Scaling Your Startup with Autonomous AI,Google for Startups,Chelsea,False,AI / Agents / GenAI;Consumer / creative / media,technical_talk_workshop,Single-prompt AI is just the beginning. The real breakthrough for early-stage startups lies in autonomous operations—building systems where multiple AI age…,https://partiful.com/e/l9fA0F5sI4gurGc8hc4H?c=3RtUGbuf
4724,2026-06-03,13:00:00,day_afternoon,Hospitality’s Next Operational Shift,Vosant Meetings,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop,AI is reshaping guest expectations and expanding what hotels can do to serve them. Yet delivering on those expectations often breaks down as guest context …,https://partiful.com/e/9lSsuMRBptuEgJaD4ByK
5115,2026-06-03,13:00:00,day_afternoon,LVMH Private VIP Coffee,Serena Wang,Upper East Side,False,other,community_networking,,https://partiful.com/e/dyCpr134CU69bhNKxNGq
5116,2026-06-03,13:00:00,day_afternoon,Why Great Startups Build Communities,Pollen8.app,Midtown,False,Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking,"As part of NYC Tech Week, Pollen8 and Die-Hard are bringing together founders, operators, and community builders for a focused conversation on one of the b…",https://partiful.com/e/l1luqKOiqTwR8cLX9lfL
5822,2026-06-03,13:00:00,day_afternoon,Kedrion X InstaLILY AI and Innovation Summit,InstaLILY AI,SoHo,False,AI / Agents / GenAI,technical_talk_workshop,,https://partiful.com/e/PdiozfxUMSvzekP4cU32?
5862,2026-06-03,13:00:00,day_afternoon,The Oasis @ NY Tech Week Day 3 - Finding Ikigai,Flowstate,Flatiron,False,AI / Agents / GenAI;Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,"Tech Week can be chaotic. Running between panels, pitching, networking, and feeling overstimulated. The Oasis is a daily retreat—a place to belong, breathe…",https://partiful.com/e/ucMfyy0lloL2hIWrteQ4
5865,2026-06-03,13:00:00,day_afternoon,Hard Truths: Building a Scalable Consumer Hardware Business,Hardware Velocity,Virtual (NYC),False,Consumer / creative / media;Climate / deeptech / hardware,technical_talk_workshop,,https://partiful.com/e/QFvAM5R9QxCHey1Ysiak
5868,2026-06-03,13:00:00,day_afternoon,"Authorized Access: Gender, Power & Tech",Product Advisory Collective (PAC),Virtual (NYC),False,other,product_demo_showcase;community_networking,"PAC is bringing together three powerhouse authors to dissect the intersection of tech, ambition, and gender dynamics in a curated, high impact, virtual 'Bo…",https://partiful.com/events/phA77R6PScqhIZFskbMO
4048,2026-06-03,13:30:00,day_afternoon,Axios' AI+NY Summit,Axios,Flatiron,True,AI / Agents / GenAI,technical_talk_workshop,,
5820,2026-06-03,13:30:00,day_afternoon,Anthropic Founder Salon: Inside the AI-Native Era,Anthropic,Chelsea,False,AI / Agents / GenAI;Founder fundraising / VC,other,,https://partiful.com/e/titPml1Nw0DKwGl9B6CF
20,2026-06-03,14:00:00,day_afternoon,Venture Fight Club #5,Venture Fight Club,SoHo,False,other,community_networking,,https://partiful.com/e/B0alagl9YfiErlgH73La
4444,2026-06-03,14:00:00,day_afternoon,Networking & AMA: GIDE for Founders & Builders,Generative IDE,Midtown,False,Founder fundraising / VC,technical_talk_workshop;community_networking,,https://partiful.com/e/1N6CtiCpYquktoTh5NUm
4447,2026-06-03,14:00:00,day_afternoon,Women-Led Startups Pitch & Network,EchoHer,Financial District,False,Founder fundraising / VC;Consumer / creative / media;Diversity / women / international,technical_talk_workshop;community_networking;fundraising_vc,"EchoHer invites founders, investors, operators, and builders to join Women-Led Startups Pitch & Network, a fast-paced pitch session and networking gatherin…",https://partiful.com/e/YVAZ3wboDXALfslGk3vV
4528,2026-06-03,14:00:00,day_afternoon,"Building in the Age of AI: What Skills Founders, Operators, and Investors Are Really Looking For",Columbia Business School,Upper Manhattan,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/xsONW2ZNe84j144gdSMl
4598,2026-06-03,14:00:00,day_afternoon,Hot Yoga for Hot Founders,Propel Earth,Midtown,False,Founder fundraising / VC;Consumer / creative / media,wellness_social,,https://partiful.com/e/w4CqnXyNmx6In2gtvd9m
4599,2026-06-03,14:00:00,day_afternoon,Fireside + Happy Hour: At the Heart of Healthcare,Accurkardia,Midtown,False,Founder fundraising / VC;Health / bio / wellness;Consumer / creative / media,community_networking;fundraising_vc,"Join one of North America’s fastest-growing healthtech communities for a networking lunch with founders, investors, and operators across healthtech and lif…",https://partiful.com/e/IuM6WxNvQPgCdA5IKtW3
